,,,,MM/DD/YYYY,,Albion; Big RIver,Restoration; Context; Control; Trapping,deeps (bolts & 0-100) or shallows or NA for other sites,,,,,,,m^2,,,enter number,,,,,,Get this from the processor or landing etix sheet               units in kg,Weight of subsampled urchin in bucket          units in kg,Target = purple urchin; Red=red urchin; Bycatch= any bycatch from the subsample; Leftovers= unprocessed from subsample,"strongylocentrotus purpuratus; mesocentrotus franciscanus; For bycatch, list as detailed as you can, common name is ok, just try to be consistent",Always =1 for urchins; Could be different for bycatch,0=good   1=questionable   2=bad,"N for Noyo; C for Caspar, A for Albion, P for Portuguese then unique number for each urchin per restoraiton site",Unique number per day per bin,in grams,in mm,in mm,0=absent 1=present,0=absent 1=present,in grams,0=absent 1=present,Y/N,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,M/F/U,
LH,,"B. Kohler, G. Trumper",Safari,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,15,NW,NE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/25/2024,"GT, BK",1,296,missing,target,strongylocentrotous purpuratus,1,0,P,68,15.35,35.5,18,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,15,NW,NE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/25/2024,"GT, BK",1,296,missing,target,strongylocentrotous purpuratus,1,0,P,69,18.88,37,15,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,15,NW,NE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/25/2024,"GT, BK",1,296,missing,target,strongylocentrotous purpuratus,1,0,P,70,48.17,52,23,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,15,NW,NE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/25/2024,"GT, BK",1,296,missing,target,strongylocentrotous purpuratus,1,0,P,71,11.42,29,12,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,15,NW,NE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/25/2024,"GT, BK",1,296,missing,target,strongylocentrotous purpuratus,1,0,P,72,16.11,33.5,16.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,15,NW,NE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/25/2024,"GT, BK",1,296,missing,leftover,strongylocentrotous purpuratus,87,0,P,73,missing,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,1,28.81,42.5,18,0,0,0.61,1,N,NA,1,1,1,1,1,0,1,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,2,36.07,45,70,0,0,0.86,1,N,NA,1,1,1,1,1,0,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,3,11.18,32,12,0,0,0.23,1,N,NA,1,1,1,1,1,0,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,4,19.97,37,16,0,0,0.36,1,N,NA,1,1,1,1,1,0,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,5,40.34,47,19,0,0,0.67,1,N,NA,1,1,1,1,0,0,1,U,tubular ulva 
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,6,39.76,47,21,0,0,0.53,1,N,NA,1,0,1,1,0,0,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,7,23.08,39,16,0,0,0.33,1,N,NA,1,1,1,1,0,0,1,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,8,22.88,38,15,0,0,0.22,1,N,NA,1,0,1,1,1,0,1,U,flagged tape
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,9,37.33,45,17,0,0,0.5,1,N,NA,1,0,1,1,1,1,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,10,65.78,54,24,0,0,0.44,1,N,NA,1,1,0,1,1,1,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,11,28.08,43,19,0,0,0.47,1,N,NA,1,1,0,1,1,0,0,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,12,28.07,41.5,20,0,0,0.53,1,N,NA,1,1,1,1,1,0,1,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,13,38.15,47.5,23,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,14,14.92,30.5,16,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,15,56.32,51,25,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,16,27.71,41.5,18.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,17,2.66,18,8.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,18,59.32,51,27.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,19,86.05,63,26,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,20,75.72,60,24.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,21,42.69,47,20.3,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,22,51.39,52,23,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,23,45.79,48,20.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,24,12.89,30.5,15,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,25,56.55,54.5,29.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,26,28.89,42,19.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,27,76.93,59,27,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,28,13.88,33.5,15.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,29,21.15,38.5,18,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,30,16.88,35,17.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,31,14.86,32.5,16.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,32,20.86,39,16.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,33,34.52,46,20,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,34,27.01,42,19,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,35,31.32,42,22,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,36,64.53,56.5,25,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,37,12.34,31.5,15,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,38,56.76,54,24,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,39,27.08,42.5,20,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,40,42.46,44,18.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,41,58.86,55,25,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,42,64.46,57,31,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,43,64.4,57.5,22,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,44,13.57,32,9,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,45,8.12,26,9,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,46,45.01,49,21.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,47,15.06,34,13,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,48,18.24,34,19,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,49,19.07,32,17,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,50,66.6,56,24,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,51,56.89,52,26,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,52,53.49,53,22,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,53,63.92,59,25,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,54,23.42,39,19,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,55,32.08,45,20,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,56,39.14,47,20,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,57,27.92,41,19.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,58,18.65,36,17.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,59,42.97,48,21.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,60,31.91,45,19,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,61,2.14,17,0.85,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,62,13.68,33,18,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,63,32.81,44.5,20,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Saul, M. Aban",Dreamer,06/25/2024,Mendocino,Big River,Commercial Hand Harvest,14,missing,NA,NA,NA,NA,NA,No,39.30178,-123.802554,4,none,Pacific Rim,06/25/2024,"BS, MA",1,253.1,missing,target,strongylocentrotous purpuratus,1,0,P,64,16.17,35,17.5,0,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,U,
